roll,yaw,pitch,qw,qx,qy,qz,orientation
0.0834304719037086,-1.5258639705488,1.53505661778541,-0.539715422198834,-0.522193595082073,0.457722379543181,0.475932083258875,1
0.134521473487388,-1.34844794605395,1.54680991029545,-0.587018506628897,-0.574510386327851,0.397559859660486,0.409014986990921,1
0.50277832851701,-1.48038315895604,1.5461338750999,-0.629026964678032,-0.619481467642159,0.324712776282061,0.339307256623998,1
0.461990370980422,-1.23167676886815,1.54411204472152,-0.661577614782646,-0.649079961255479,0.258365972928149,0.27250192611129,1
0.258809269455341,-0.872625787136226,1.54864318259873,-0.680636008183982,-0.66741179878657,0.209414514085119,0.217811130362249,1
0.249109152302421,-0.726888883264854,1.54419005690357,-0.695273680858194,-0.678656448899768,0.162893297324921,0.171714062118511,1
-0.658389985191588,0.121161260378395,1.54102971698731,-0.69140864064727,-0.671939637466362,0.191641134291105,0.183643414464087,1
-0.375019781695367,-1.87481774146591,1.52023921143861,-0.317920924974099,-0.291763771373357,0.625589405885947,0.649952378868498,1
-1.74722593939031,-0.765193723974253,1.54576299815415,-0.226583335166846,-0.210973534644007,0.676525573726511,0.668179107692959,1
-2.20039128840156,-0.537627901893753,1.54840393451765,-0.14704468096867,-0.136374933224355,0.698565680308979,0.686866611697205,1
-2.56927136131674,-0.244802485922677,1.55116408448541,-0.118030805201521,-0.112515495523967,0.703982877595542,0.691243164873555,1
2.21744163439579,0.95486936981485,1.53489717966308,-0.000612589992696311,-0.021103828514799,0.71439992251742,0.699419056001514,1
2.66877874563213,0.296494192269452,1.52726882096814,0.0680172843147617,0.0564688063688273,0.718457617295707,0.68993013234012,1
1.12415100895486,1.58731086952599,1.52617041843976,0.166222481810561,0.135511925235036,0.687023833236185,0.694265705339908,1
1.52904157464084,1.03570744432926,1.53134775083466,0.214614474046179,0.187565981859153,0.681172420326723,0.674361754323135,1
1.97669357813255,0.463030995456177,1.53363191390327,0.252596099706364,0.233491637078056,0.672916854383259,0.654873869832482,1
1.77685648168651,0.153520705790973,1.55386932755149,0.406634021190895,0.398395465934615,0.585672881777492,0.576989700328373,1
1.8092144446221,-0.105695373352267,1.53740465423255,0.472473475146092,0.458883103085629,0.541635114556933,0.522327989723014,1
1.72245194655396,-0.247273597686353,1.5211681315383,0.532864725256157,0.513461294028167,0.490004865094598,0.460768844634416,1
1.78287905927916,-0.341731605648468,1.50916912913557,0.541693448157228,0.520480838943179,0.485367660363876,0.447309905406976,1
1.53982128491462,-0.408671842307243,1.50160884105471,0.610379025371132,0.582899932921261,0.398945044472845,0.358480094687919,1
1.74605296747073,-0.873221065554118,1.51281833191066,0.645854110842752,0.635270186122905,0.318564788743848,0.278963700133893,1
-0.311196347686943,0.829585829795171,1.4304693771261,0.72352997964511,0.640080799712929,0.154019974566261,0.207554325074504,1
-0.0562863574757552,-0.249741593810584,1.43124398904159,0.746213291101171,0.648075772131662,-0.102752076537876,-0.112274400387811,1
0.443490684481851,-1.54871436189069,1.47832140232526,0.618981141720202,0.583449387560841,-0.343339244438043,-0.398205140720884,1
0.433192872699569,-2.08507133705057,1.53402285846301,0.483229795875348,0.475256600199967,-0.507391791405745,-0.532140686492889,1
-0.036702350505743,-1.97872035511611,1.35440661234062,0.418345232754157,0.332144172712651,-0.531413259622544,-0.657470512582574,1
-0.0384628020895474,-1.69561126776273,1.36669812213839,0.503870202180188,0.406490106277032,-0.483216968977945,-0.589391199821647,1
0.000638156930762788,-1.36853618529388,1.35428852704429,0.604042368271023,0.485674852690554,-0.395865889602154,-0.492486511663663,1
0.123651966042807,-1.19629495152499,1.33359402821554,0.669652772078801,0.537457130530211,-0.307481369441436,-0.410073428771804,1
0.367479707688996,-0.766554336774284,1.40803779622312,0.739268024778071,0.642297851360636,-0.108822155164822,-0.170569659266059,1
0.0449610749809598,-0.18694443613058,1.41931808372388,0.756448840108689,0.650158427201962,-0.0438226497156055,-0.0562028488076883,1
-0.00908208727595467,0.535219833385401,1.19403692826547,0.798245212244589,0.543156256449429,0.145032097019118,0.216221104075978,1
0.0247761667890187,0.80373649703427,1.11373075080849,0.778663625896381,0.482270332161105,0.216390020775584,0.338043866880491,1
0.121719517459048,0.941292579770864,1.12724504429093,0.737287844818794,0.451969454610609,0.287639138299793,0.411575005093079,1
0.211832849307031,1.08684019381719,1.15075326642124,0.684357835785757,0.417291249859837,0.355704726378034,0.480620979283975,1
0.196251777570576,1.65085438486344,1.22650417966437,0.510553035889143,0.329598695739814,0.475225231670983,0.636287112442225,1
0.192150971506613,1.83720084687449,1.2348808053651,0.448450104372425,0.287601113875385,0.505472145774179,0.678731187591519,1
0.14718944993645,2.57123131368231,1.22356822854279,0.189157141715037,0.103378082231245,0.5665742667859,0.795315133061473,1
0.138878237199188,2.82938386878412,1.294372417573,0.0824078533255929,0.0388346886400803,0.602782840082961,0.792687626212189,1
-0.216003844765885,-2.62273087221696,1.36583775715609,-0.13209306087121,-0.0801231165835341,0.627838965541336,0.76285644463159,1
-0.211669446664878,-2.1846688301191,1.36271388034151,-0.296547842484625,-0.215531774903878,0.593767045864417,0.716272391369349,1
-0.306421914633262,-1.8168069464354,1.24529073103512,-0.423560892909607,-0.256705913584792,0.530712864799983,0.687780568933213,1
-0.37644547321496,-1.25808120117733,1.26001599548012,-0.576960970994348,-0.379012834981296,0.462768798843512,0.556156776194846,1
-0.161235980874608,-0.962317200642109,1.35182015816704,-0.665997979801117,-0.523698609552453,0.344286723743775,0.404540629886975,1
-0.00331797152034118,-1.26579321105671,1.01013549870737,-0.705166395416216,-0.389290981505307,0.287369107089532,0.518277816827208,0
-0.0834680180865236,-0.930141159032013,0.866683330023991,-0.802611342929015,-0.357998771213744,0.222001648497675,0.422335402428487,0
